,date,temperature,humidity,light_intensity,air_pressure
450,2021-07-19 19:00:00,16.1,16.1,16.1,16.1
451,2021-07-19 20:00:00,13.7,13.7,13.7,13.7
452,2021-07-19 21:00:00,11.9,11.9,11.9,11.9
453,2021-07-19 22:00:00,11.5,11.5,11.5,11.5
454,2021-07-19 23:00:00,11.3,11.3,11.3,11.3
455,2021-07-19 00:00:00,11.2,11.2,11.2,11.2
456,2021-07-20 01:00:00,12.7,12.7,12.7,12.7
457,2021-07-20 02:00:00,13.2,13.2,13.2,13.2
458,2021-07-20 03:00:00,13.3,13.3,13.3,13.3
459,2021-07-20 04:00:00,13.4,13.4,13.4,13.4
460,2021-07-20 05:00:00,14.1,14.1,14.1,14.1
461,2021-07-20 06:00:00,15.2,15.2,15.2,15.2
462,2021-07-20 07:00:00,16.9,16.9,16.9,16.9
463,2021-07-20 08:00:00,18.3,18.3,18.3,18.3
464,2021-07-20 09:00:00,18.7,18.7,18.7,18.7
465,2021-07-20 10:00:00,19.5,19.5,19.5,19.5
466,2021-07-20 11:00:00,19.7,19.7,19.7,19.7
467,2021-07-20 12:00:00,20.3,20.3,20.3,20.3
468,2021-07-20 13:00:00,21.0,21.0,21.0,21.0
469,2021-07-20 14:00:00,21.1,21.1,21.1,21.1
470,2021-07-20 15:00:00,21.6,21.6,21.6,21.6
471,2021-07-20 16:00:00,21.1,21.1,21.1,21.1
472,2021-07-20 17:00:00,20.0,20.0,20.0,20.0
473,2021-07-20 18:00:00,19.6,19.6,19.6,19.6
474,2021-07-20 19:00:00,18.6,18.6,18.6,18.6
475,2021-07-20 20:00:00,16.4,16.4,16.4,16.4
476,2021-07-20 21:00:00,14.5,14.5,14.5,14.5
477,2021-07-20 22:00:00,13.7,13.7,13.7,13.7
478,2021-07-20 23:00:00,13.0,13.0,13.0,13.0
479,2021-07-20 00:00:00,11.9,11.9,11.9,11.9
480,2021-07-21 01:00:00,11.5,11.5,11.5,11.5
481,2021-07-21 02:00:00,11.3,11.3,11.3,11.3
482,2021-07-21 03:00:00,12.1,12.1,12.1,12.1
483,2021-07-21 04:00:00,13.3,13.3,13.3,13.3
484,2021-07-21 05:00:00,14.2,14.2,14.2,14.2
485,2021-07-21 06:00:00,15.5,15.5,15.5,15.5
486,2021-07-21 07:00:00,17.7,17.7,17.7,17.7
487,2021-07-21 08:00:00,19.7,19.7,19.7,19.7
488,2021-07-21 09:00:00,20.7,20.7,20.7,20.7
489,2021-07-21 10:00:00,22.4,22.4,22.4,22.4
490,2021-07-21 11:00:00,22.8,22.8,22.8,22.8
491,2021-07-21 12:00:00,22.3,22.3,22.3,22.3
492,2021-07-21 13:00:00,21.4,21.4,21.4,21.4
493,2021-07-21 14:00:00,22.5,22.5,22.5,22.5
494,2021-07-21 15:00:00,22.3,22.3,22.3,22.3
495,2021-07-21 16:00:00,21.9,21.9,21.9,21.9
496,2021-07-21 17:00:00,21.9,21.9,21.9,21.9
497,2021-07-21 18:00:00,20.2,20.2,20.2,20.2
498,2021-07-21 19:00:00,19.9,19.9,19.9,19.9
499,2021-07-21 20:00:00,17.7,17.7,17.7,17.7
500,2021-07-21 21:00:00,15.7,15.7,15.7,15.7
501,2021-07-21 22:00:00,14.8,14.8,14.8,14.8
502,2021-07-21 23:00:00,15.1,15.1,15.1,15.1
503,2021-07-21 00:00:00,14.6,14.6,14.6,14.6
504,2021-07-22 01:00:00,14.4,14.4,14.4,14.4
505,2021-07-22 02:00:00,14.4,14.4,14.4,14.4
506,2021-07-22 03:00:00,14.0,14.0,14.0,14.0
507,2021-07-22 04:00:00,14.2,14.2,14.2,14.2
508,2021-07-22 05:00:00,14.9,14.9,14.9,14.9
509,2021-07-22 06:00:00,16.2,16.2,16.2,16.2
510,2021-07-22 07:00:00,16.9,16.9,16.9,16.9
511,2021-07-22 08:00:00,17.8,17.8,17.8,17.8
512,2021-07-22 09:00:00,18.9,18.9,18.9,18.9
513,2021-07-22 10:00:00,18.5,18.5,18.5,18.5
514,2021-07-22 11:00:00,20.2,20.2,20.2,20.2
515,2021-07-22 12:00:00,19.8,19.8,19.8,19.8
516,2021-07-22 13:00:00,21.4,21.4,21.4,21.4
517,2021-07-22 14:00:00,21.5,21.5,21.5,21.5
518,2021-07-22 15:00:00,21.1,21.1,21.1,21.1
519,2021-07-22 16:00:00,20.9,20.9,20.9,20.9
520,2021-07-22 17:00:00,19.8,19.8,19.8,19.8
521,2021-07-22 18:00:00,18.8,18.8,18.8,18.8
522,2021-07-22 19:00:00,16.7,16.7,16.7,16.7
523,2021-07-22 20:00:00,14.3,14.3,14.3,14.3
524,2021-07-22 21:00:00,13.0,13.0,13.0,13.0
525,2021-07-22 22:00:00,11.5,11.5,11.5,11.5
526,2021-07-22 23:00:00,11.1,11.1,11.1,11.1
527,2021-07-22 00:00:00,10.9,10.9,10.9,10.9
528,2021-07-23 01:00:00,12.1,12.1,12.1,12.1
529,2021-07-23 02:00:00,13.0,13.0,13.0,13.0
530,2021-07-23 03:00:00,14.0,14.0,14.0,14.0
531,2021-07-23 04:00:00,14.4,14.4,14.4,14.4
532,2021-07-23 05:00:00,14.9,14.9,14.9,14.9
533,2021-07-23 06:00:00,15.7,15.7,15.7,15.7
534,2021-07-23 07:00:00,16.4,16.4,16.4,16.4
535,2021-07-23 08:00:00,17.1,17.1,17.1,17.1
536,2021-07-23 09:00:00,17.4,17.4,17.4,17.4
537,2021-07-23 10:00:00,17.0,17.0,17.0,17.0
538,2021-07-23 11:00:00,18.5,18.5,18.5,18.5
539,2021-07-23 12:00:00,19.1,19.1,19.1,19.1
540,2021-07-23 13:00:00,19.9,19.9,19.9,19.9
541,2021-07-23 14:00:00,19.7,19.7,19.7,19.7
542,2021-07-23 15:00:00,19.0,19.0,19.0,19.0
543,2021-07-23 16:00:00,19.2,19.2,19.2,19.2
544,2021-07-23 17:00:00,19.2,19.2,19.2,19.2
545,2021-07-23 18:00:00,18.8,18.8,18.8,18.8
546,2021-07-23 19:00:00,17.4,17.4,17.4,17.4
547,2021-07-23 20:00:00,15.3,15.3,15.3,15.3
548,2021-07-23 21:00:00,13.7,13.7,13.7,13.7
549,2021-07-23 22:00:00,13.0,13.0,13.0,13.0
550,2021-07-23 23:00:00,12.7,12.7,12.7,12.7
551,2021-07-23 00:00:00,12.4,12.4,12.4,12.4
552,2021-07-24 01:00:00,11.9,11.9,11.9,11.9
553,2021-07-24 02:00:00,11.3,11.3,11.3,11.3
554,2021-07-24 03:00:00,11.8,11.8,11.8,11.8
555,2021-07-24 04:00:00,12.1,12.1,12.1,12.1
556,2021-07-24 05:00:00,13.7,13.7,13.7,13.7
557,2021-07-24 06:00:00,15.4,15.4,15.4,15.4
558,2021-07-24 07:00:00,17.0,17.0,17.0,17.0
559,2021-07-24 08:00:00,19.2,19.2,19.2,19.2
560,2021-07-24 09:00:00,20.8,20.8,20.8,20.8
561,2021-07-24 10:00:00,22.0,22.0,22.0,22.0
562,2021-07-24 11:00:00,23.4,23.4,23.4,23.4
563,2021-07-24 12:00:00,24.0,24.0,24.0,24.0
564,2021-07-24 13:00:00,24.1,24.1,24.1,24.1
565,2021-07-24 14:00:00,24.2,24.2,24.2,24.2
566,2021-07-24 15:00:00,23.8,23.8,23.8,23.8
567,2021-07-24 16:00:00,23.3,23.3,23.3,23.3
568,2021-07-24 17:00:00,23.3,23.3,23.3,23.3
569,2021-07-24 18:00:00,22.2,22.2,22.2,22.2
570,2021-07-24 19:00:00,19.8,19.8,19.8,19.8
571,2021-07-24 20:00:00,18.1,18.1,18.1,18.1
572,2021-07-24 21:00:00,17.7,17.7,17.7,17.7
573,2021-07-24 22:00:00,17.8,17.8,17.8,17.8
574,2021-07-24 23:00:00,17.9,17.9,17.9,17.9
575,2021-07-24 00:00:00,17.5,17.5,17.5,17.5
576,2021-07-25 01:00:00,17.3,17.3,17.3,17.3
577,2021-07-25 02:00:00,17.2,17.2,17.2,17.2
578,2021-07-25 03:00:00,17.4,17.4,17.4,17.4
579,2021-07-25 04:00:00,17.3,17.3,17.3,17.3
580,2021-07-25 05:00:00,17.4,17.4,17.4,17.4
581,2021-07-25 06:00:00,17.6,17.6,17.6,17.6
582,2021-07-25 07:00:00,18.3,18.3,18.3,18.3
583,2021-07-25 08:00:00,19.6,19.6,19.6,19.6
584,2021-07-25 09:00:00,21.4,21.4,21.4,21.4
585,2021-07-25 10:00:00,22.4,22.4,22.4,22.4
586,2021-07-25 11:00:00,22.6,22.6,22.6,22.6
587,2021-07-25 12:00:00,23.5,23.5,23.5,23.5
588,2021-07-25 13:00:00,22.6,22.6,22.6,22.6
589,2021-07-25 14:00:00,22.1,22.1,22.1,22.1
590,2021-07-25 15:00:00,21.7,21.7,21.7,21.7
591,2021-07-25 16:00:00,22.5,22.5,22.5,22.5
592,2021-07-25 17:00:00,22.9,22.9,22.9,22.9
593,2021-07-25 18:00:00,19.8,19.8,19.8,19.8
594,2021-07-25 19:00:00,18.0,18.0,18.0,18.0
595,2021-07-25 20:00:00,17.0,17.0,17.0,17.0
596,2021-07-25 21:00:00,16.1,16.1,16.1,16.1
597,2021-07-25 22:00:00,17.2,17.2,17.2,17.2
598,2021-07-25 23:00:00,16.8,16.8,16.8,16.8
599,2021-07-25 00:00:00,16.4,16.4,16.4,16.4
600,2021-07-26 01:00:00,15.9,15.9,15.9,15.9
601,2021-07-26 02:00:00,15.0,15.0,15.0,15.0
602,2021-07-26 03:00:00,15.2,15.2,15.2,15.2
603,2021-07-26 04:00:00,14.6,14.6,14.6,14.6
604,2021-07-26 05:00:00,15.4,15.4,15.4,15.4
605,2021-07-26 06:00:00,16.8,16.8,16.8,16.8
606,2021-07-26 07:00:00,19.0,19.0,19.0,19.0
607,2021-07-26 08:00:00,20.7,20.7,20.7,20.7
608,2021-07-26 09:00:00,21.5,21.5,21.5,21.5
609,2021-07-26 10:00:00,22.2,22.2,22.2,22.2
610,2021-07-26 11:00:00,23.2,23.2,23.2,23.2
611,2021-07-26 12:00:00,23.9,23.9,23.9,23.9
612,2021-07-26 13:00:00,23.6,23.6,23.6,23.6
613,2021-07-26 14:00:00,24.0,24.0,24.0,24.0
614,2021-07-26 15:00:00,22.7,22.7,22.7,22.7
615,2021-07-26 16:00:00,22.9,22.9,22.9,22.9
616,2021-07-26 17:00:00,22.3,22.3,22.3,22.3
617,2021-07-26 18:00:00,21.6,21.6,21.6,21.6
618,2021-07-26 19:00:00,19.8,19.8,19.8,19.8
619,2021-07-26 20:00:00,18.5,18.5,18.5,18.5
620,2021-07-26 21:00:00,17.9,17.9,17.9,17.9
621,2021-07-26 22:00:00,17.3,17.3,17.3,17.3
622,2021-07-26 23:00:00,17.7,17.7,17.7,17.7
623,2021-07-26 00:00:00,16.9,16.9,16.9,16.9
624,2021-07-27 01:00:00,17.2,17.2,17.2,17.2
625,2021-07-27 02:00:00,17.3,17.3,17.3,17.3
626,2021-07-27 03:00:00,17.4,17.4,17.4,17.4
627,2021-07-27 04:00:00,17.2,17.2,17.2,17.2
628,2021-07-27 05:00:00,16.9,16.9,16.9,16.9
629,2021-07-27 06:00:00,17.2,17.2,17.2,17.2
630,2021-07-27 07:00:00,17.9,17.9,17.9,17.9
631,2021-07-27 08:00:00,19.2,19.2,19.2,19.2
632,2021-07-27 09:00:00,19.9,19.9,19.9,19.9
633,2021-07-27 10:00:00,21.2,21.2,21.2,21.2
634,2021-07-27 11:00:00,21.6,21.6,21.6,21.6
635,2021-07-27 12:00:00,23.0,23.0,23.0,23.0
636,2021-07-27 13:00:00,22.9,22.9,22.9,22.9
637,2021-07-27 14:00:00,18.7,18.7,18.7,18.7
638,2021-07-27 15:00:00,20.9,20.9,20.9,20.9
639,2021-07-27 16:00:00,21.2,21.2,21.2,21.2
640,2021-07-27 17:00:00,20.1,20.1,20.1,20.1
641,2021-07-27 18:00:00,19.5,19.5,19.5,19.5
642,2021-07-27 19:00:00,18.5,18.5,18.5,18.5
643,2021-07-27 20:00:00,17.1,17.1,17.1,17.1
644,2021-07-27 21:00:00,16.8,16.8,16.8,16.8
645,2021-07-27 22:00:00,15.7,15.7,15.7,15.7
646,2021-07-27 23:00:00,16.3,16.3,16.3,16.3
647,2021-07-27 00:00:00,15.6,15.6,15.6,15.6
648,2021-07-28 01:00:00,15.2,15.2,15.2,15.2
649,2021-07-28 02:00:00,14.9,14.9,14.9,14.9
650,2021-07-28 03:00:00,14.6,14.6,14.6,14.6
651,2021-07-28 04:00:00,14.7,14.7,14.7,14.7
652,2021-07-28 05:00:00,15.4,15.4,15.4,15.4
653,2021-07-28 06:00:00,16.4,16.4,16.4,16.4
654,2021-07-28 07:00:00,16.9,16.9,16.9,16.9
655,2021-07-28 08:00:00,18.1,18.1,18.1,18.1
656,2021-07-28 09:00:00,19.4,19.4,19.4,19.4
657,2021-07-28 10:00:00,19.9,19.9,19.9,19.9
658,2021-07-28 11:00:00,19.5,19.5,19.5,19.5
659,2021-07-28 12:00:00,19.2,19.2,19.2,19.2
660,2021-07-28 13:00:00,21.1,21.1,21.1,21.1
661,2021-07-28 14:00:00,20.7,20.7,20.7,20.7
662,2021-07-28 15:00:00,19.8,19.8,19.8,19.8
663,2021-07-28 16:00:00,18.8,18.8,18.8,18.8
664,2021-07-28 17:00:00,17.4,17.4,17.4,17.4
665,2021-07-28 18:00:00,17.6,17.6,17.6,17.6
666,2021-07-28 19:00:00,17.5,17.5,17.5,17.5
667,2021-07-28 20:00:00,16.1,16.1,16.1,16.1
668,2021-07-28 21:00:00,15.8,15.8,15.8,15.8
669,2021-07-28 22:00:00,15.8,15.8,15.8,15.8
670,2021-07-28 23:00:00,15.3,15.3,15.3,15.3
671,2021-07-28 00:00:00,14.8,14.8,14.8,14.8
672,2021-07-29 01:00:00,14.9,14.9,14.9,14.9
673,2021-07-29 02:00:00,14.8,14.8,14.8,14.8
674,2021-07-29 03:00:00,13.9,13.9,13.9,13.9
675,2021-07-29 04:00:00,13.1,13.1,13.1,13.1
676,2021-07-29 05:00:00,13.6,13.6,13.6,13.6
677,2021-07-29 06:00:00,14.8,14.8,14.8,14.8
678,2021-07-29 07:00:00,15.9,15.9,15.9,15.9
679,2021-07-29 08:00:00,16.2,16.2,16.2,16.2
680,2021-07-29 09:00:00,17.9,17.9,17.9,17.9
681,2021-07-29 10:00:00,19.1,19.1,19.1,19.1
682,2021-07-29 11:00:00,18.9,18.9,18.9,18.9
683,2021-07-29 12:00:00,20.3,20.3,20.3,20.3
684,2021-07-29 13:00:00,19.9,19.9,19.9,19.9
685,2021-07-29 14:00:00,20.2,20.2,20.2,20.2
686,2021-07-29 15:00:00,20.6,20.6,20.6,20.6
687,2021-07-29 16:00:00,20.1,20.1,20.1,20.1
688,2021-07-29 17:00:00,19.4,19.4,19.4,19.4
689,2021-07-29 18:00:00,18.6,18.6,18.6,18.6
690,2021-07-29 19:00:00,17.4,17.4,17.4,17.4
691,2021-07-29 20:00:00,15.3,15.3,15.3,15.3
692,2021-07-29 21:00:00,14.5,14.5,14.5,14.5
693,2021-07-29 22:00:00,13.8,13.8,13.8,13.8
694,2021-07-29 23:00:00,12.6,12.6,12.6,12.6
695,2021-07-29 00:00:00,12.2,12.2,12.2,12.2
696,2021-07-30 01:00:00,12.2,12.2,12.2,12.2
697,2021-07-30 02:00:00,12.0,12.0,12.0,12.0
698,2021-07-30 03:00:00,11.9,11.9,11.9,11.9
699,2021-07-30 04:00:00,11.9,11.9,11.9,11.9
700,2021-07-30 05:00:00,12.8,12.8,12.8,12.8
701,2021-07-30 06:00:00,14.0,14.0,14.0,14.0
702,2021-07-30 07:00:00,15.9,15.9,15.9,15.9
703,2021-07-30 08:00:00,17.1,17.1,17.1,17.1
704,2021-07-30 09:00:00,18.5,18.5,18.5,18.5
705,2021-07-30 10:00:00,20.6,20.6,20.6,20.6
706,2021-07-30 11:00:00,20.8,20.8,20.8,20.8
707,2021-07-30 12:00:00,21.3,21.3,21.3,21.3
708,2021-07-30 13:00:00,22.5,22.5,22.5,22.5
709,2021-07-30 14:00:00,21.3,21.3,21.3,21.3
710,2021-07-30 15:00:00,22.3,22.3,22.3,22.3
711,2021-07-30 16:00:00,17.3,17.3,17.3,17.3
712,2021-07-30 17:00:00,17.7,17.7,17.7,17.7
713,2021-07-30 18:00:00,17.4,17.4,17.4,17.4
714,2021-07-30 19:00:00,15.8,15.8,15.8,15.8
715,2021-07-30 20:00:00,14.2,14.2,14.2,14.2
716,2021-07-30 21:00:00,15.1,15.1,15.1,15.1
717,2021-07-30 22:00:00,15.1,15.1,15.1,15.1
718,2021-07-30 23:00:00,14.9,14.9,14.9,14.9
719,2021-07-30 00:00:00,15.0,15.0,15.0,15.0
720,2021-07-31 01:00:00,15.5,15.5,15.5,15.5
721,2021-07-31 02:00:00,15.5,15.5,15.5,15.5
722,2021-07-31 03:00:00,15.1,15.1,15.1,15.1
723,2021-07-31 04:00:00,15.2,15.2,15.2,15.2
724,2021-07-31 05:00:00,15.3,15.3,15.3,15.3
725,2021-07-31 06:00:00,15.8,15.8,15.8,15.8
726,2021-07-31 07:00:00,16.3,16.3,16.3,16.3
727,2021-07-31 08:00:00,16.7,16.7,16.7,16.7
728,2021-07-31 09:00:00,17.4,17.4,17.4,17.4
729,2021-07-31 10:00:00,17.5,17.5,17.5,17.5
730,2021-07-31 11:00:00,17.0,17.0,17.0,17.0
731,2021-07-31 12:00:00,18.7,18.7,18.7,18.7
732,2021-07-31 13:00:00,19.3,19.3,19.3,19.3
733,2021-07-31 14:00:00,20.3,20.3,20.3,20.3
734,2021-07-31 15:00:00,19.5,19.5,19.5,19.5
735,2021-07-31 16:00:00,19.2,19.2,19.2,19.2
736,2021-07-31 17:00:00,18.2,18.2,18.2,18.2
737,2021-07-31 18:00:00,17.7,17.7,17.7,17.7
738,2021-07-31 19:00:00,17.2,17.2,17.2,17.2
739,2021-07-31 20:00:00,16.6,16.6,16.6,16.6
740,2021-07-31 21:00:00,15.2,15.2,15.2,15.2
741,2021-07-31 22:00:00,14.7,14.7,14.7,14.7
742,2021-07-31 23:00:00,14.5,14.5,14.5,14.5
743,2021-07-31 00:00:00,13.7,13.7,13.7,13.7
